path,acquisition,slices,receiverChannels,height,width,corrupted,systemFieldStrength_T,mode,max
data/multicoil_train/file_brain_AXT2_203_2030280.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002329619
data/multicoil_train/file_brain_AXT2_203_2030339.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002435523
data/multicoil_val/file_brain_AXT2_203_2030186.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00024431176
data/multicoil_val/file_brain_AXT2_203_2030274.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00024855643
data/multicoil_train/file_brain_AXT2_203_2030246.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00025723604
data/multicoil_val/file_brain_AXT2_203_2030100.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00025074516
data/multicoil_train/file_brain_AXT2_203_2030298.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00022475759
data/multicoil_train/file_brain_AXT2_203_2030288.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00027826344
data/multicoil_train/file_brain_AXT2_203_2030248.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00023410247
data/multicoil_val/file_brain_AXT2_203_2030325.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002247337
data/multicoil_train/file_brain_AXT2_203_2030266.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002446459
data/multicoil_train/file_brain_AXT2_203_2030188.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00026807503
data/multicoil_train/file_brain_AXT2_203_2030256.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00027927585
data/multicoil_val/file_brain_AXT2_203_2030272.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00020100828
data/multicoil_val/file_brain_AXT2_203_2030114.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002572386
data/multicoil_train/file_brain_AXT2_203_2030047.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00028213626
data/multicoil_val/file_brain_AXT2_203_2030395.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.000289091
data/multicoil_val/file_brain_AXT2_203_2030127.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00025422682
data/multicoil_train/file_brain_AXT2_203_2030316.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00025226778
data/multicoil_val/file_brain_AXT2_203_2030032.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00028343184
data/multicoil_train/file_brain_AXT2_203_2030088.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00030143175
data/multicoil_val/file_brain_AXT2_203_2030141.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002482772
data/multicoil_train/file_brain_AXT2_203_2030345.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00023985816
data/multicoil_train/file_brain_AXT2_203_2030092.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00027821597
data/multicoil_val/file_brain_AXT2_203_2030063.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00021978862
data/multicoil_train/file_brain_AXT2_203_2030252.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002724189
data/multicoil_train/file_brain_AXT2_203_2030276.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00029714013
data/multicoil_train/file_brain_AXT2_203_2030045.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00027300333
data/multicoil_train/file_brain_AXT2_203_2030404.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00028434754
data/multicoil_val/file_brain_AXT2_203_2030363.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00023784424
data/multicoil_train/file_brain_AXT2_203_2030086.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00027116257
data/multicoil_val/file_brain_AXT2_203_2030157.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00035103245
data/multicoil_train/file_brain_AXT2_203_2030149.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00024270397
data/multicoil_val/file_brain_AXT2_203_2030103.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00032017578
data/multicoil_train/file_brain_AXT2_203_2030118.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00027030648
data/multicoil_train/file_brain_AXT2_203_2030096.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002781916
data/multicoil_val/file_brain_AXT2_203_2030264.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00026579289
data/multicoil_train/file_brain_AXT2_203_2030320.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00026072972
data/multicoil_train/file_brain_AXT2_203_2030133.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00024794682
data/multicoil_train/file_brain_AXT2_203_2030199.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00026902568
data/multicoil_train/file_brain_AXT2_203_2030131.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00025082243
data/multicoil_val/file_brain_AXT2_203_2030014.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00027619238
data/multicoil_train/file_brain_AXT2_203_2030317.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00029768096
data/multicoil_val/file_brain_AXT2_203_2030053.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.000277295
data/multicoil_val/file_brain_AXT2_203_2030284.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00020744702
data/multicoil_val/file_brain_AXT2_203_2030010.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00021658355
data/multicoil_val/file_brain_AXT2_203_2030309.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002590468
data/multicoil_train/file_brain_AXT2_203_2030369.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00026756112
data/multicoil_train/file_brain_AXT2_203_2030239.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00026867702
data/multicoil_train/file_brain_AXT2_203_2030196.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00029160676
data/multicoil_train/file_brain_AXT2_203_2030084.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002534276
data/multicoil_val/file_brain_AXT2_203_2030173.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00026360768
data/multicoil_train/file_brain_AXT2_203_2030329.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00027275743
data/multicoil_train/file_brain_AXT2_203_2030258.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00024973555
data/multicoil_val/file_brain_AXT2_203_2030153.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00027172532
data/multicoil_train/file_brain_AXT2_203_2030069.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00021545503
data/multicoil_train/file_brain_AXT2_203_2030260.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00023889242
data/multicoil_train/file_brain_AXT2_203_2030023.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00023856686
data/multicoil_train/file_brain_AXT2_203_2030296.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00030535876
data/multicoil_train/file_brain_AXT2_203_2030391.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00026801243
data/multicoil_train/file_brain_AXT2_203_2030352.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00024173944
data/multicoil_train/file_brain_AXT2_203_2030082.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002321256
data/multicoil_train/file_brain_AXT2_203_2030383.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00024427575
data/multicoil_train/file_brain_AXT2_203_2030343.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0003228711
data/multicoil_val/file_brain_AXT2_203_2030155.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00023487536
data/multicoil_train/file_brain_AXT2_203_2030380.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00025399367
data/multicoil_train/file_brain_AXT2_203_2030177.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00024572277
data/multicoil_train/file_brain_AXT2_203_2030304.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0003503061
data/multicoil_train/file_brain_AXT2_203_2030290.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002575989
data/multicoil_val/file_brain_AXT2_203_2030375.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00029427538
data/multicoil_train/file_brain_AXT2_203_2030393.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00027516732
data/multicoil_val/file_brain_AXT2_203_2030039.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00033811232
data/multicoil_train/file_brain_AXT2_203_2030147.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002561476
data/multicoil_train/file_brain_AXT2_203_2030065.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00032530632
data/multicoil_val/file_brain_AXT2_203_2030106.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00026951847
data/multicoil_val/file_brain_AXT2_203_2030268.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00031519492
data/multicoil_train/file_brain_AXT2_203_2030122.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00026386848
data/multicoil_val/file_brain_AXT2_203_2030102.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00025788607
data/multicoil_train/file_brain_AXT2_203_2030294.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002994084
data/multicoil_train/file_brain_AXT2_203_2030004.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002488923
data/multicoil_train/file_brain_AXT2_203_2030327.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00026223567
data/multicoil_val/file_brain_AXT2_203_2030359.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00023736086
data/multicoil_val/file_brain_AXT2_203_2030167.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00024255515
data/multicoil_val/file_brain_AXT2_203_2030356.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00026658003
data/multicoil_train/file_brain_AXT2_203_2030198.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00028713726
data/multicoil_train/file_brain_AXT2_203_2030254.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00027762976
data/multicoil_val/file_brain_AXT2_203_2030231.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.0002447291
data/multicoil_train/file_brain_AXT2_203_2030227.h5,AXT2,16,4,768,392,False,2.8936,multicoil_train,0.00025432088
data/multicoil_train/file_brain_AXT2_203_2030092_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train,0.00022591391
data/multicoil_train/file_brain_AXT2_203_2030294_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_train,0.0002921184
