path,acquisition,slices,receiverChannels,height,width,corrupted,systemFieldStrength_T,mode,max
data/multicoil_val/file_brain_AXT2_207_2070122.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00036799166
data/multicoil_train/file_brain_AXT2_207_2070422.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00030436652
data/multicoil_val/file_brain_AXT2_208_2080572.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00030825142
data/multicoil_train/file_brain_AXT2_207_2070729.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.0003270512
data/multicoil_val/file_brain_AXT2_207_2070021.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00028807
data/multicoil_train/file_brain_AXT2_207_2070586.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00029549195
data/multicoil_train/file_brain_AXT2_207_2070582.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00030185154
data/multicoil_train/file_brain_AXT2_208_2080409.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.0003648909
data/multicoil_val/file_brain_AXT2_207_2070706.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00035937814
data/multicoil_val/file_brain_AXT2_208_2080279.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.000294118
data/multicoil_train/file_brain_AXT2_207_2070245.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00032412115
data/multicoil_train/file_brain_AXT2_207_2070590.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.0003086485
data/multicoil_val/file_brain_AXT2_207_2070200.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00031100924
data/multicoil_train/file_brain_AXT2_208_2080536.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.0002943665
data/multicoil_val/file_brain_AXT2_207_2070231.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00033156777
data/multicoil_train/file_brain_AXT2_207_6000966.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00034048015
data/multicoil_train/file_brain_AXT2_208_2080549.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00032672143
data/multicoil_train/file_brain_AXT2_208_2080245.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00034495298
data/multicoil_train/file_brain_AXT2_208_2080255.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00032571156
data/multicoil_train/file_brain_AXT2_207_2070342.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00042388006
data/multicoil_val/file_brain_AXT2_207_2070243.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00035505142
data/multicoil_train/file_brain_AXT2_207_2070257.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00033043543
data/multicoil_train/file_brain_AXT2_207_2070522.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.0003068913
data/multicoil_val/file_brain_AXT2_207_2070371.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00035251433
data/multicoil_val/file_brain_AXT2_207_2070759.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.000350019
data/multicoil_train/file_brain_AXT2_208_2080269.h5,AXT2,16,4,640,320,False,1.494,multicoil_train,0.00034500117
